i1	i10	i11	i12	i13	i14	i15	i16	i2	i3	i4	i5	i6	i7	i8	i9
OTU_5079_ITS	5	10	4	5	6	3	4	5	20	7	3	10	5	10	6	1
OTU_5093_ITS	51	45	78	54	55	97	47	85	59	52	46	37	80	49	39	48
OTU_5113_ITS	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_5124_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5146_ITS	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0
OTU_5152_ITS	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0
OTU_5153_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_5157_ITS	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_5160_ITS	2	2	0	4	0	1	2	2	5	1	1	2	1	1	1	2
OTU_5165_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5180_ITS	0	1	0	0	2	0	1	0	0	2	2	0	0	0	0	1
OTU_5196_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5204_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5212_ITS	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_5213_ITS	32	34	32	33	30	28	23	36	40	31	36	37	34	37	28	23
OTU_5226_ITS	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5227_ITS	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_5228_ITS	5	3	2	0	12	1	1	4	0	2	4	3	0	1	5	3
OTU_5235_ITS	0	0	0	0	0	1	0	1	0	1	2	1	0	1	0	0
OTU_5239_ITS	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_5257_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_5269_ITS	2	0	0	0	1	1	1	1	0	0	1	2	1	0	0	0
OTU_5292_ITS	2	1	2	3	2	4	1	3	7	3	5	1	1	2	3	3
OTU_5295_ITS	5	0	2	2	1	3	1	1	0	0	3	0	4	2	2	3
OTU_5300_ITS	2	1	1	2	4	0	2	0	0	2	1	0	0	0	1	1
OTU_5309_ITS	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_5312_ITS	19	29	25	29	22	15	17	15	12	15	20	13	21	32	14	22
OTU_5338_ITS	0	0	0	0	0	2	0	7	3	2	2	0	1	3	0	1
OTU_5340_ITS	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	3
OTU_5342_ITS	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_5343_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_5346_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5348_ITS	3	4	1	4	0	0	1	1	1	2	2	3	4	2	9	4
OTU_5353_ITS	0	1	0	0	2	0	4	0	0	0	3	1	0	0	1	4
OTU_5357_ITS	2	3	6	3	1	1	1	2	2	1	4	2	2	4	0	1
OTU_5359_ITS	9	12	26	9	8	10	10	9	13	8	8	12	17	12	7	12
OTU_5360_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
OTU_5364_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_5365_ITS	9	7	12	10	9	6	9	12	20	21	7	11	10	12	11	8
OTU_5366_ITS	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_5369_ITS	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
OTU_5372_ITS	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0
OTU_5385_ITS	45	39	33	36	30	37	32	69	38	37	40	49	38	30	30	39
OTU_5387_ITS	3	2	12	5	1	4	7	4	5	7	6	6	3	8	6	5
OTU_5388_ITS	8	3	4	0	2	7	6	2	2	5	6	0	0	2	2	1
OTU_5389_ITS	2	5	2	0	13	5	10	3	3	4	8	3	12	9	6	1
OTU_5392_ITS	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5394_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_5404_ITS	0	0	1	0	3	0	0	0	0	0	0	1	0	0	1	1
OTU_5409_ITS	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_5411_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5421_ITS	1	0	0	0	2	0	0	0	2	0	0	2	1	2	0	0
OTU_5440_ITS	0	0	0	1	0	0	0	0	1	0	2	0	1	1	1	0
OTU_5441_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_5442_ITS	1	1	0	0	1	1	1	1	0	5	2	0	0	0	1	3
OTU_5446_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5453_ITS	0	1	2	0	0	1	0	0	0	0	3	2	1	0	1	2
OTU_5463_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5465_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_5472_ITS	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	3
OTU_5477_ITS	1	0	0	0	3	1	0	1	0	0	0	1	0	0	1	0
OTU_5478_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5485_ITS	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	1
OTU_5486_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5487_ITS	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0
OTU_5491_ITS	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_5495_ITS	2	2	2	5	1	3	3	2	3	3	2	2	4	1	1	1
OTU_5498_ITS	32	39	14	30	35	12	24	21	31	27	31	30	32	31	37	31
OTU_5502_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_5505_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_5510_ITS	0	1	0	0	3	1	0	0	0	0	1	1	0	1	2	0
OTU_5516_ITS	10	5	11	7	4	10	6	8	1	4	4	11	7	5	1	0
OTU_5526_ITS	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0
OTU_5528_ITS	2	0	0	1	1	0	2	3	1	1	0	1	1	1	3	0
OTU_5530_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5532_ITS	0	0	0	1	1	0	0	1	3	0	0	0	1	0	0	0
OTU_5540_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5541_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_5547_ITS	1	0	0	0	1	0	2	0	0	1	1	0	2	0	0	0
OTU_5549_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_5563_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5569_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_5571_ITS	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0
OTU_5573_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5580_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5582_ITS	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	2
OTU_5584_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_5587_ITS	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5593_ITS	1	0	0	0	1	2	2	0	2	1	0	0	0	0	0	0
OTU_5612_ITS	1	1	1	0	0	1	0	1	0	2	1	0	0	0	0	0
OTU_5614_ITS	0	0	1	1	0	1	1	0	0	1	0	0	2	2	2	0
OTU_5615_ITS	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
OTU_5616_ITS	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_5618_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_5622_ITS	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_5625_ITS	18	10	19	5	19	20	17	5	11	11	4	5	12	11	17	11
OTU_5627_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5629_ITS	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5631_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5635_ITS	2	0	4	0	0	5	2	5	3	0	1	0	0	0	1	2
OTU_5637_ITS	15	8	1	7	7	3	12	2	4	4	7	8	2	3	8	2
OTU_5640_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5642_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5643_ITS	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	0
OTU_5656_ITS	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_5671_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_5674_ITS	2	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1
OTU_5678_ITS	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_5680_ITS	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
OTU_5684_ITS	0	1	1	2	1	0	2	1	0	1	0	4	1	1	4	2
OTU_5687_ITS	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_5693_ITS	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_5698_ITS	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0
OTU_5700_ITS	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
OTU_5710_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_5715_ITS	0	2	0	0	0	1	0	1	0	1	0	1	0	0	0	0
OTU_5731_ITS	16	14	16	16	9	12	10	19	9	15	14	10	10	14	10	10
OTU_5745_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_5756_ITS	0	0	0	0	0	0	0	1	3	0	0	1	0	1	0	1
OTU_5759_ITS	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_5763_ITS	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_5764_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5769_ITS	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0
OTU_5785_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_5792_ITS	9	6	3	3	2	5	4	7	2	7	2	3	2	5	6	1
OTU_5795_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5807_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_5809_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5812_ITS	0	2	0	1	3	1	0	1	0	1	1	2	1	0	1	0
OTU_5816_ITS	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_5821_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5824_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_5826_ITS	3	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0
OTU_5827_ITS	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_5828_ITS	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
OTU_5829_ITS	2	0	0	0	1	2	1	3	0	1	2	1	1	0	2	2
OTU_5830_ITS	1	0	1	0	1	0	0	1	5	1	1	0	0	0	1	0
OTU_5831_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5836_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5837_ITS	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	5
OTU_5840_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_5848_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_5858_ITS	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_5859_ITS	1	1	0	2	1	4	5	5	0	4	0	0	0	0	1	1
OTU_5861_ITS	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1
OTU_5863_ITS	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0
OTU_5890_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_5913_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5914_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_5916_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5919_ITS	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_5930_ITS	2	2	1	0	1	0	0	1	2	1	1	1	0	0	3	1
OTU_5932_ITS	2	5	0	2	0	1	1	1	1	2	0	1	0	1	1	0
OTU_5935_ITS	4	1	0	1	1	3	3	1	1	0	4	0	2	2	3	3
OTU_5939_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5943_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_5945_ITS	2	0	1	1	1	2	3	0	1	1	4	1	1	2	1	3
OTU_5954_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5958_ITS	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0
OTU_5959_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_5969_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_5970_ITS	2	4	3	2	2	1	2	1	3	2	0	1	0	0	1	0
OTU_5973_ITS	127	118	100	119	107	144	120	124	80	122	101	113	109	88	141	180
OTU_5987_ITS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_5990_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_5997_ITS	2	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_6002_ITS	4	7	3	1	5	1	6	8	7	6	6	12	3	13	9	6
OTU_6003_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6006_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_6009_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_6011_ITS	6	2	1	4	4	0	1	2	1	4	6	4	3	3	5	8
OTU_6028_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6030_ITS	0	0	0	0	0	7	0	0	0	0	1	1	0	0	42	2
OTU_6040_ITS	1	0	1	2	4	0	0	1	0	0	2	1	1	2	2	1
OTU_6042_ITS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_6045_ITS	0	1	0	0	0	0	2	0	0	1	2	0	0	1	1	1
OTU_6046_ITS	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_6080_ITS	16	19	11	8	22	6	6	6	9	13	13	12	9	13	12	13
OTU_6098_ITS	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0
OTU_6116_ITS	1	0	0	0	2	2	1	0	0	1	2	1	2	0	0	1
OTU_6117_ITS	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1
OTU_6121_ITS	7	8	8	9	8	11	17	15	9	12	18	15	10	16	7	10
OTU_6131_ITS	2	1	0	1	2	0	1	0	4	6	1	3	4	0	5	1
OTU_6139_ITS	0	1	0	1	3	0	1	2	0	0	0	0	0	1	0	1
OTU_6144_ITS	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	1
OTU_6152_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6156_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6161_ITS	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU_6162_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_6164_ITS	3	7	2	9	0	6	4	2	1	0	4	1	4	8	2	5
OTU_6165_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6173_ITS	0	0	0	0	6	1	3	0	0	1	0	0	0	0	0	0
OTU_6175_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6177_ITS	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
OTU_6182_ITS	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
OTU_6187_ITS	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU_6188_ITS	2	0	1	0	0	1	4	0	2	4	1	0	7	4	1	1
OTU_6190_ITS	5	0	3	1	3	1	0	5	1	4	5	1	4	3	5	3
OTU_6194_ITS	1	0	0	0	1	3	0	0	1	0	2	0	0	0	1	0
OTU_6203_ITS	5	1	1	1	3	3	2	3	2	0	7	2	4	3	2	1
OTU_6208_ITS	0	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0
OTU_6212_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6217_ITS	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0
OTU_6219_ITS	21	25	28	22	23	9	16	17	16	22	21	18	14	8	19	18
OTU_6222_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_6234_ITS	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6236_ITS	47	33	21	35	36	26	27	29	43	39	34	34	37	35	26	39
OTU_6239_ITS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_6241_ITS	6	1	4	3	2	2	3	3	1	0	5	1	0	0	0	3
OTU_6244_ITS	71	57	35	41	55	47	63	51	56	61	72	40	62	76	77	57
OTU_6245_ITS	23	27	41	24	22	34	22	50	24	31	31	28	33	30	40	24
OTU_6255_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_6259_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6261_ITS	1	1	0	1	0	1	1	2	1	1	0	0	0	0	0	1
OTU_6265_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_6267_ITS	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	1
OTU_6270_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_6273_ITS	5	11	8	7	10	4	1	6	9	3	8	4	8	5	5	10
OTU_6280_ITS	0	5	4	2	0	2	1	1	1	0	0	0	3	5	0	1
OTU_6297_ITS	0	2	3	0	1	1	2	1	2	0	4	8	1	4	1	1
OTU_6301_ITS	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
OTU_6306_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6308_ITS	1	3	0	1	2	3	1	1	0	1	0	2	0	2	0	2
OTU_6313_ITS	7	2	8	4	11	3	5	3	5	7	13	6	5	3	6	2
OTU_6315_ITS	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
OTU_6316_ITS	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_6317_ITS	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6319_ITS	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_6324_ITS	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_6332_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6357_ITS	0	0	1	1	1	0	0	0	2	1	1	1	4	0	0	5
OTU_6360_ITS	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_6365_ITS	1	1	2	0	1	2	2	1	1	1	1	0	0	0	5	0
OTU_6367_ITS	71	76	112	110	93	79	103	113	83	117	92	71	93	80	71	73
OTU_6378_ITS	0	0	0	0	0	0	1	1	0	1	0	2	0	1	0	0
OTU_6381_ITS	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6382_ITS	0	1	1	2	0	1	1	0	1	0	1	1	0	0	0	0
OTU_6386_ITS	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
OTU_6389_ITS	2	5	1	1	6	2	2	1	1	0	3	3	1	4	3	1
OTU_6390_ITS	4	6	0	6	7	2	13	0	1	9	8	7	4	18	5	10
OTU_6397_ITS	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_6401_ITS	0	0	0	2	0	0	1	0	0	1	0	0	2	1	0	0
OTU_6407_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6430_ITS	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6435_ITS	86	109	146	136	127	58	115	137	130	161	98	92	113	90	123	106
OTU_6437_ITS	0	2	2	0	0	0	1	0	1	1	0	0	0	0	1	1
OTU_6438_ITS	22	33	19	24	17	13	43	19	23	23	35	26	48	38	39	23
OTU_6454_ITS	5	1	0	2	6	3	0	4	0	2	2	3	2	3	4	3
OTU_6459_ITS	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0
OTU_6461_ITS	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1
OTU_6464_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_6465_ITS	3	0	1	4	0	1	1	1	2	1	2	2	1	4	1	1
OTU_6466_ITS	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_6467_ITS	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6469_ITS	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_6472_ITS	1	2	0	0	0	0	0	0	0	1	1	2	0	0	1	1
OTU_6475_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_6479_ITS	4	1	8	7	22	5	4	3	18	5	7	3	5	6	6	8
OTU_6494_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_6498_ITS	19	13	10	12	15	6	13	14	14	16	8	15	11	25	25	30
OTU_6502_ITS	1	3	1	2	2	0	1	2	4	1	2	4	2	0	5	1
OTU_6509_ITS	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
OTU_6513_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_6515_ITS	0	1	1	0	1	1	1	0	0	2	0	0	0	1	0	1
OTU_6519_ITS	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
OTU_6538_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_6540_ITS	7	1	0	4	4	2	3	1	6	1	1	0	2	0	13	1
OTU_6542_ITS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_6548_ITS	9	7	3	3	7	5	4	7	7	14	7	4	10	6	8	3
OTU_6549_ITS	0	3	1	1	1	2	2	1	1	0	2	8	4	0	0	4
OTU_6550_ITS	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
OTU_6551_ITS	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
OTU_6556_ITS	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_6560_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_6565_ITS	10	5	3	6	6	2	4	7	5	3	4	3	3	3	2	3
OTU_6567_ITS	202	214	197	213	171	139	202	175	169	168	180	180	194	154	185	163
OTU_6570_ITS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6574_ITS	18	24	12	20	19	16	19	26	16	19	21	18	13	19	25	11
OTU_6582_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6583_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_6584_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6587_ITS	5	4	5	3	6	3	1	9	2	2	2	2	3	1	2	5
OTU_6588_ITS	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2
OTU_6607_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_6622_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_6627_ITS	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
OTU_6629_ITS	6	0	0	3	1	1	2	0	2	2	3	1	0	5	4	0
OTU_6636_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_6639_ITS	0	1	1	2	0	0	4	2	1	0	2	2	2	3	2	3
OTU_6641_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_6644_ITS	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2
OTU_6650_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_6653_ITS	0	0	2	1	0	0	0	0	3	0	0	1	0	0	2	1
OTU_6654_ITS	0	2	0	0	1	2	1	1	2	2	0	4	1	1	4	2
OTU_6655_ITS	4	0	0	0	1	1	0	2	0	0	1	0	1	2	2	2
OTU_6657_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_6659_ITS	0	0	0	2	3	0	0	1	2	0	0	2	3	1	0	2
OTU_6660_ITS	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0
OTU_6661_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6663_ITS	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0
OTU_6665_ITS	2	1	4	5	6	1	2	0	1	1	6	1	4	2	5	2
OTU_6671_ITS	2	2	2	2	8	1	1	6	4	6	5	7	5	4	7	5
OTU_6674_ITS	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
OTU_6675_ITS	2	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1
OTU_6678_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6681_ITS	11	5	10	13	5	9	17	12	42	3	12	5	6	11	4	8
OTU_6683_ITS	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0
OTU_6697_ITS	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2
OTU_6708_ITS	0	0	1	0	0	0	1	0	0	0	1	0	2	1	2	0
OTU_6713_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6716_ITS	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6732_ITS	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
OTU_6733_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_6738_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6741_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_6743_ITS	0	0	1	0	1	0	0	1	1	1	0	0	1	2	2	0
OTU_6751_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_6753_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_6754_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_6755_ITS	1	0	2	0	1	0	1	4	1	0	2	0	2	0	1	0
OTU_6760_ITS	1	1	0	0	2	0	1	3	0	2	1	0	0	3	0	1
OTU_6761_ITS	6	7	0	11	7	4	7	5	9	1	11	7	6	9	9	3
OTU_6765_ITS	1	0	0	2	1	0	0	0	1	1	1	0	1	1	0	1
OTU_6768_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
