i1	i10	i11	i12	i13	i14	i15	i16	i2	i3	i4	i5	i6	i7	i8	i9
OTU_2757_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2759_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2762_ITS	0	3	3	6	4	3	0	3	3	9	6	4	2	5	5	4
OTU_2763_ITS	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0
OTU_2772_ITS	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
OTU_2773_ITS	1	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0
OTU_2776_ITS	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2782_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2791_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2795_ITS	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1
OTU_2796_ITS	0	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0
OTU_2830_ITS	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
OTU_2850_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
OTU_2855_ITS	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1
OTU_2857_ITS	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_286_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2876_ITS	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0
OTU_2879_ITS	3	5	2	5	1	10	7	2	1	4	1	5	3	1	4	22
OTU_2881_ITS	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2893_ITS	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2903_ITS	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2911_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2912_ITS	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2923_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2928_ITS	0	0	2	1	2	5	1	3	0	0	4	3	3	0	2	0
OTU_2931_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2943_ITS	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
OTU_2967_ITS	1	0	0	8	9	12	1	3	6	0	3	1	5	4	10	7
OTU_2974_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2981_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_2985_ITS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2998_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3001_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3002_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3005_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3007_ITS	128	119	126	124	123	95	132	111	132	138	116	114	155	155	123	118
OTU_3009_ITS	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0
OTU_3019_ITS	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_3024_ITS	1	0	0	1	2	7	0	0	0	0	1	5	4	2	5	12
OTU_3028_ITS	0	0	0	0	0	1	0	0	0	2	4	1	0	0	0	0
OTU_3030_ITS	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3
OTU_3031_ITS	0	0	1	0	1	3	0	0	0	0	0	0	0	0	3	0
OTU_3036_ITS	3	1	2	2	3	2	0	2	0	0	4	0	4	2	0	3
OTU_3040_ITS	2	2	1	8	3	3	3	1	0	3	1	1	2	3	3	14
OTU_3060_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3063_ITS	0	0	0	0	0	0	1	2	2	2	1	2	1	0	1	2
OTU_3065_ITS	1	3	0	1	4	1	0	0	1	2	1	0	0	0	0	0
OTU_3066_ITS	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1
OTU_3071_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3082_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_3083_ITS	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2
OTU_3084_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3092_ITS	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_3094_ITS	0	0	0	1	0	13	2	0	0	0	6	0	1	1	0	9
OTU_3098_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3099_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3101_ITS	1	2	2	0	1	2	0	1	0	0	0	1	1	2	1	1
OTU_3109_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3112_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3113_ITS	0	0	0	0	6	2	5	4	0	0	0	0	0	0	0	0
OTU_3115_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_3119_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3123_ITS	3	1	1	0	0	1	3	0	0	2	0	1	1	0	0	1
OTU_3127_ITS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3141_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3145_ITS	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1
OTU_3148_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3152_ITS	0	0	1	1	1	0	0	2	0	0	1	2	1	0	3	0
OTU_3153_ITS	3	3	0	2	3	2	2	2	0	6	0	1	1	1	5	1
OTU_3157_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3158_ITS	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_3166_ITS	1	2	3	2	2	5	2	2	0	1	2	1	1	1	2	3
OTU_3174_ITS	57	65	46	66	45	46	45	56	70	67	113	63	74	60	82	51
OTU_3176_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3180_ITS	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
OTU_3184_ITS	2	7	4	9	4	2	5	8	3	5	6	6	5	0	3	2
OTU_3187_ITS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_3188_ITS	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	14
OTU_3189_ITS	13	5	5	8	24	4	9	6	10	11	12	64	11	12	15	22
OTU_319_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3192_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3198_ITS	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	0
OTU_3200_ITS	2	0	1	2	1	0	1	0	1	1	0	0	0	0	0	0
OTU_3206_ITS	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_3216_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3219_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_3221_ITS	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
OTU_3231_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_3233_ITS	12	9	9	6	10	5	11	6	4	4	11	6	7	2	5	11
OTU_3234_ITS	8	14	19	17	16	13	20	4	17	14	13	11	14	14	15	22
OTU_3253_ITS	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
OTU_3265_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_3267_ITS	0	1	0	3	2	0	2	0	0	0	0	0	0	0	0	0
OTU_3269_ITS	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_3271_ITS	15	6	6	7	4	1	8	9	6	5	6	3	13	5	6	5
OTU_3273_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3282_ITS	0	2	0	1	0	1	1	0	0	2	0	0	0	2	0	1
OTU_3285_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3293_ITS	0	1	0	0	0	0	0	0	2	7	2	0	0	4	4	0
OTU_3296_ITS	4	7	5	12	5	1	4	1	1	7	4	9	10	5	10	4
OTU_3297_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3301_ITS	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_3303_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_3304_ITS	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0
OTU_3305_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3314_ITS	2	0	4	0	0	0	0	0	0	3	1	1	1	0	0	0
OTU_3321_ITS	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OTU_3339_ITS	0	0	0	0	3	0	0	0	2	0	2	1	1	1	0	1
OTU_3340_ITS	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3342_ITS	0	0	0	2	0	1	1	0	1	1	0	1	1	0	0	0
OTU_3344_ITS	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
OTU_3345_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3349_ITS	0	0	1	1	0	0	0	0	0	2	1	1	0	0	1	3
OTU_3350_ITS	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_3363_ITS	1	0	0	1	1	0	1	3	1	3	4	0	1	2	0	2
OTU_3367_ITS	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_3375_ITS	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0
OTU_3377_ITS	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_338_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3381_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3384_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3385_ITS	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3386_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_339_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3390_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3391_ITS	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3396_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_3402_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3410_ITS	1	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0
OTU_3411_ITS	0	0	1	0	0	1	3	2	0	1	0	0	0	3	1	1
OTU_3418_ITS	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3419_ITS	1	1	2	0	1	2	1	0	0	2	2	1	0	0	0	4
OTU_3420_ITS	0	0	0	1	0	0	1	0	2	3	3	1	0	0	0	3
OTU_3422_ITS	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
OTU_3430_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_3432_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3436_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3437_ITS	0	0	1	0	4	0	0	0	0	1	4	2	0	2	1	2
OTU_3443_ITS	4	9	4	0	11	15	0	19	5	0	11	3	0	3	1	6
OTU_3454_ITS	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
OTU_3458_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3461_ITS	0	0	1	0	0	0	1	0	0	0	0	1	1	2	1	0
OTU_3484_ITS	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0
OTU_3490_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3505_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3507_ITS	0	1	0	0	0	1	2	0	0	0	0	0	1	2	0	0
OTU_3509_ITS	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3511_ITS	0	2	2	0	0	1	1	0	0	1	0	0	0	1	0	1
OTU_3526_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3530_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3549_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3550_ITS	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_3589_ITS	1	0	0	1	0	1	0	0	0	3	2	1	1	1	0	0
OTU_3592_ITS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3603_ITS	0	0	1	1	2	0	0	1	0	0	0	0	0	2	0	0
OTU_3615_ITS	1	0	1	0	3	0	3	0	0	0	0	0	1	0	4	1
OTU_3620_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3622_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3623_ITS	0	1	0	1	2	2	1	1	4	0	0	0	0	0	2	0
OTU_3632_ITS	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_3643_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3653_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3656_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3657_ITS	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_3658_ITS	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
OTU_3686_ITS	2	3	0	2	1	2	1	2	5	1	6	2	1	0	1	0
OTU_3703_ITS	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3706_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3710_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3711_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3740_ITS	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
OTU_3743_ITS	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0
OTU_3747_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3748_ITS	0	0	1	0	0	1	2	0	1	0	0	1	0	0	1	1
OTU_3752_ITS	2	2	2	1	2	1	2	2	3	1	1	2	7	3	1	0
OTU_3756_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3760_ITS	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
OTU_3778_ITS	2	3	2	4	0	1	0	1	1	1	1	1	1	1	2	1
OTU_3782_ITS	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3790_ITS	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_3791_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3802_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3812_ITS	0	0	0	0	3	0	1	0	1	0	0	0	3	0	6	1
OTU_3818_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3824_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3831_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3835_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3850_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3860_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3881_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_3888_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_3918_ITS	1	0	0	0	0	0	0	0	1	1	0	0	0	2	1	1
OTU_3920_ITS	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_401_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_4065_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_4119_ITS	0	1	1	1	1	1	1	0	1	0	0	1	0	4	0	2
OTU_4131_ITS	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
OTU_4137_ITS	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_4182_ITS	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
OTU_4192_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4196_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4230_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4232_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_4261_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_4269_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_4270_ITS	1	0	2	0	0	0	0	0	1	0	0	2	2	0	0	2
OTU_4284_ITS	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0
OTU_4288_ITS	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_4297_ITS	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4298_ITS	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_4333_ITS	6	2	4	8	6	3	2	4	4	2	3	3	6	3	7	6
OTU_4369_ITS	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0
OTU_4376_ITS	1	0	0	0	1	0	2	0	1	0	1	0	1	1	1	1
OTU_4380_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4381_ITS	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1
OTU_4385_ITS	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0
OTU_4396_ITS	3	1	1	3	1	3	0	0	0	0	2	1	1	0	0	0
OTU_4398_ITS	0	0	0	0	0	5	0	0	1	0	0	0	2	1	0	0
OTU_4406_ITS	1	0	0	0	0	0	0	0	1	1	0	1	0	0	3	0
OTU_4410_ITS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_4412_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4420_ITS	0	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0
OTU_4421_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_4430_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_4440_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4443_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_4450_ITS	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_4453_ITS	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
OTU_4470_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4480_ITS	1	4	0	0	0	0	2	1	17	2	7	1	1	0	0	1
OTU_4481_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4483_ITS	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4493_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4497_ITS	0	0	1	0	1	0	1	0	3	1	0	1	1	0	1	0
OTU_4500_ITS	1	0	0	0	0	0	0	0	0	2	0	4	3	1	0	0
OTU_4503_ITS	0	0	1	1	0	1	0	0	2	4	0	0	2	0	1	1
OTU_4504_ITS	0	15	91	1	0	7	0	8	3	4	1	2	4	8	11	3
OTU_4505_ITS	2	6	5	6	8	4	3	2	6	1	8	4	6	7	7	2
OTU_4506_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_4527_ITS	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_4529_ITS	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0
OTU_4530_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4531_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_4548_ITS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_4549_ITS	3	5	0	2	6	2	2	2	0	1	4	6	6	0	3	5
OTU_4555_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_4565_ITS	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU_4567_ITS	1	0	1	1	1	0	0	1	1	1	0	0	0	10	1	1
OTU_4582_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4583_ITS	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_4586_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_459_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4600_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4615_ITS	1	2	1	2	1	2	2	1	1	1	1	0	0	4	1	1
OTU_4623_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4624_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_4627_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4630_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4635_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_4641_ITS	0	0	0	0	0	9	0	0	7	1	0	0	0	0	0	0
OTU_4653_ITS	9	3	5	6	1	5	0	1	7	8	2	9	8	7	5	3
OTU_4655_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_4659_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4665_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4666_ITS	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	1
OTU_4684_ITS	0	1	1	0	1	5	2	7	1	0	1	0	0	1	0	0
OTU_4687_ITS	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_4690_ITS	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1
OTU_4692_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_4698_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4702_ITS	54	35	47	59	15	27	31	24	36	45	34	32	31	40	37	33
OTU_4703_ITS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_4709_ITS	14	14	0	1	0	0	1	0	0	0	0	0	0	0	14	1
OTU_4715_ITS	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU_4716_ITS	0	0	0	0	1	0	1	2	0	1	0	1	1	0	0	0
OTU_4717_ITS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_4751_ITS	0	0	0	0	0	1	0	13	1	0	0	0	0	6	0	0
OTU_4753_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4754_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_4757_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_4762_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4770_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4771_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4797_ITS	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
OTU_4803_ITS	2	28	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_4813_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_4816_ITS	1	0	0	3	0	0	1	0	0	2	2	0	4	1	1	16
OTU_4827_ITS	0	0	1	1	3	0	2	0	0	0	0	0	0	1	1	0
OTU_4841_ITS	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0
OTU_4843_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_4848_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4855_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4856_ITS	2	2	0	3	0	1	6	0	0	0	2	1	2	2	8	1
OTU_4884_ITS	2	1	6	1	2	0	1	1	3	0	1	1	2	0	0	1
OTU_4895_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_4907_ITS	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU_4908_ITS	11	12	7	8	6	1	4	5	8	11	5	8	13	5	5	5
OTU_4910_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4920_ITS	3	2	2	2	1	0	6	2	1	3	1	4	1	2	1	3
OTU_4921_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4922_ITS	12	4	6	4	9	10	4	4	7	1	10	11	6	6	6	7
OTU_4933_ITS	4	1	5	1	0	0	1	0	0	2	0	1	2	0	0	1
OTU_4941_ITS	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_4943_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_4947_ITS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4953_ITS	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4956_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_4967_ITS	0	2	0	1	2	0	0	0	2	2	2	3	2	1	1	1
OTU_4975_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_4976_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4980_ITS	7	3	1	0	3	4	13	1	1	2	4	4	5	0	2	0
OTU_4981_ITS	0	4	2	4	0	1	1	1	1	3	1	0	1	1	2	1
OTU_4982_ITS	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	0
OTU_5003_ITS	3	0	3	3	3	2	3	1	3	3	1	1	1	0	1	3
OTU_5004_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5016_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5018_ITS	0	1	0	1	2	0	0	0	0	0	1	1	1	0	1	0
OTU_5024_ITS	2	5	7	7	3	0	4	4	2	2	4	5	0	1	3	6
OTU_5031_ITS	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
OTU_5036_ITS	1	3	3	1	1	1	1	1	3	0	6	1	3	3	1	1
OTU_5055_ITS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_5058_ITS	1	0	1	0	1	0	0	1	0	0	3	0	0	1	0	1
OTU_5076_ITS	4	6	4	4	5	6	1	5	2	4	1	4	5	3	3	3
OTU_5078_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
