i1	i10	i11	i12	i13	i14	i15	i16	i2	i3	i4	i5	i6	i7	i8	i9
OTU_193025_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_193039_16S	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2
OTU_193043_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_193046_16S	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_193051_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_193052_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_193054_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_193063_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193065_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_193066_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193072_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193077_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193107_16S	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_193110_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193116_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193117_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_193119_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_193132_16S	1	2	0	1	1	0	1	0	1	0	0	0	0	1	0	0
OTU_193135_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_193137_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_193145_16S	2	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1
OTU_193157_16S	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_193169_16S	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	1
OTU_193182_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193190_16S	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193196_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193204_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193222_16S	0	0	1	1	4	1	1	0	0	2	0	0	0	1	0	0
OTU_193223_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193232_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193240_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_193241_16S	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_193250_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193265_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_193274_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193288_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_193292_16S	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0
OTU_193298_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1933_16S	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193302_16S	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
OTU_193304_16S	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_193313_16S	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1
OTU_193318_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_193321_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_193322_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_193324_16S	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_193330_16S	0	2	0	0	1	0	0	0	0	0	0	1	1	0	1	1
OTU_193340_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193347_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_193349_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_193363_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_193373_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193384_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193390_16S	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193393_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_193405_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_193416_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_193422_16S	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OTU_193424_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_193426_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_193429_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_193432_16S	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
OTU_193433_16S	0	1	0	2	2	0	0	1	0	0	1	1	0	0	0	0
OTU_193442_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193455_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193462_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_193470_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193486_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193498_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
OTU_19352_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193523_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_193539_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_193545_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_193546_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193589_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_193594_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1936_16S	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0
OTU_193608_16S	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193619_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193623_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_19363_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_193638_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193650_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193652_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_193663_16S	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_193668_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_193682_16S	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_193702_16S	0	0	0	0	0	4	2	0	0	1	0	1	0	1	1	2
OTU_193705_16S	1	0	0	1	2	0	1	0	1	1	0	0	1	0	1	1
OTU_193714_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_193726_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_193728_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_193755_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193759_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_19376_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_193761_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193762_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_19377_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_193774_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193780_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU_193796_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_19380_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_19381_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193812_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193861_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_193863_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_193883_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_193891_16S	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_193897_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_193919_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_193920_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_193921_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_193927_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_193936_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193947_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193963_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_193976_16S	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_193982_16S	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_193987_16S	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_193993_16S	0	0	0	2	1	0	0	0	0	0	1	2	0	1	1	0
OTU_1940_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_194028_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194029_16S	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_194033_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_194052_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194057_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194079_16S	0	0	2	2	0	0	1	0	0	1	2	0	1	0	2	0
OTU_194080_16S	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
OTU_194097_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194099_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_194106_16S	15	8	3	6	6	4	9	8	9	10	4	11	10	7	13	8
OTU_19411_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_194114_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_194115_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_194125_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_194130_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194141_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194142_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_19415_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_194162_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194174_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_194176_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_194177_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194178_16S	1	0	2	0	0	3	1	1	1	0	0	3	0	1	0	0
OTU_194185_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_194186_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_194187_16S	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1
OTU_194195_16S	39	32	64	35	21	40	25	24	29	25	29	28	28	38	17	24
OTU_194199_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194202_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_194206_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194227_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_194231_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_194241_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194263_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194267_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_194268_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_194270_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194291_16S	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0
OTU_194292_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194295_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_194302_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_194311_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_194316_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_194326_16S	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0
OTU_194335_16S	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_194337_16S	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194339_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_19434_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194357_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_194361_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_194363_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_194364_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194368_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_194378_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_194383_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194406_16S	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_194410_16S	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
OTU_194421_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_194431_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194442_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194464_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194470_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194473_16S	1	3	0	0	1	0	0	1	1	0	0	0	2	0	1	0
OTU_194479_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194484_16S	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_194488_16S	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194494_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194500_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_194504_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_194515_16S	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_194527_16S	2	1	1	0	1	0	0	4	2	1	0	0	0	1	0	0
OTU_194533_16S	5	2	2	2	2	3	2	0	0	3	1	6	4	1	4	5
OTU_194553_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_194557_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_194566_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_194572_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_194574_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_194602_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194608_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194626_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_194634_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194635_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194636_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194646_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_19466_16S	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_194662_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19467_16S	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_194715_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_194728_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19473_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_194751_16S	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_194755_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194777_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_19479_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_194791_16S	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0
OTU_194797_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_194820_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_194836_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194844_16S	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
OTU_194845_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_19485_16S	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1
OTU_194870_16S	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_194877_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194890_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194895_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194907_16S	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_19492_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_194932_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_194933_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194935_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_19494_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_194941_16S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_194942_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194962_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_194976_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194980_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_194989_16S	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0
OTU_194997_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_194999_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_195001_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_195003_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_195010_16S	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_195023_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_195030_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_195040_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_195076_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195077_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_195097_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195119_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195123_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_19513_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_195131_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_195133_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195136_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_195148_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_195153_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_195156_16S	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_195166_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_195199_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_195202_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_195206_16S	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0
OTU_19521_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195227_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_195228_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_19527_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195288_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_1953_16S	0	0	0	0	0	1	0	0	1	2	0	1	0	0	1	0
OTU_195303_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195319_16S	0	1	0	0	1	0	0	1	0	0	1	2	1	1	0	0
OTU_195324_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195358_16S	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1
OTU_195366_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_195368_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_195377_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_19538_16S	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195381_16S	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1954_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195403_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_195408_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195412_16S	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195414_16S	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_195424_16S	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_195426_16S	1	1	3	0	0	2	1	0	1	0	4	0	2	1	0	1
OTU_195431_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_195435_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_19545_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195462_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_195464_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195466_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_195483_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_195498_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_195499_16S	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_1955_16S	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_195510_16S	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0
OTU_195512_16S	1	0	2	3	0	4	1	0	0	1	1	3	0	1	1	0
OTU_195518_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_195526_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_195566_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195576_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195577_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195578_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195595_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_1956_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_195619_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_195634_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195646_16S	5	4	3	1	2	2	6	1	4	4	2	5	1	8	2	0
OTU_195650_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195658_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_195685_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_19569_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_195696_16S	5	1	1	1	3	4	4	2	1	2	6	2	3	3	1	2
OTU_195717_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195723_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195725_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19573_16S	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU_195738_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_195751_16S	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0
OTU_195757_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_195774_16S	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_19578_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_195780_16S	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_195786_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_195805_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195806_16S	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195809_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195814_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19582_16S	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
OTU_195826_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195835_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_195845_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_195849_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
