i1	i10	i11	i12	i13	i14	i15	i16	i2	i3	i4	i5	i6	i7	i8	i9
OTU_2233_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_22330_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_223301_16S	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_223303_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_223304_16S	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_223312_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_223327_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_223329_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_223340_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223346_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223347_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_223349_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_22335_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22337_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223374_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_223375_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_223382_16S	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_223396_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2234_16S	1	0	1	0	1	0	0	1	1	1	0	0	2	0	0	0
OTU_223405_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_223410_16S	5	1	5	1	6	1	2	0	1	5	1	2	0	2	1	0
OTU_223416_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_223429_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_223430_16S	0	0	2	0	1	0	0	2	3	0	0	0	0	1	0	1
OTU_223448_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_223452_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_223486_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_22350_16S	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_223527_16S	2	1	2	0	0	1	0	1	0	0	0	0	0	1	0	0
OTU_22355_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_223569_16S	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_223571_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223599_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2236_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_223601_16S	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_223628_16S	3	2	2	5	0	2	1	2	1	0	1	4	2	7	2	2
OTU_223631_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223639_16S	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
OTU_223649_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_223652_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223670_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_223675_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_223676_16S	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_223680_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_223686_16S	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_223690_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2237_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_22370_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223700_16S	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1
OTU_223725_16S	16	29	24	20	30	25	20	29	31	27	20	25	24	10	38	24
OTU_223727_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223728_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_223748_16S	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_223750_16S	1	1	1	3	1	3	2	1	1	2	1	2	0	1	0	1
OTU_223753_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_223754_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223755_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_223759_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223764_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_223786_16S	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_223788_16S	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0
OTU_22379_16S	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_223801_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223805_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_223818_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223819_16S	1	0	0	0	1	0	1	2	0	0	1	2	0	0	0	0
OTU_22382_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_223827_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_223846_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_223848_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_223855_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_22388_16S	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
OTU_223881_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_223882_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_223883_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_223889_16S	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_223902_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_223926_16S	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1
OTU_223985_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_223998_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_224001_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_224003_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_224004_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224036_16S	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_224037_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_224047_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_224049_16S	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0
OTU_224052_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_224058_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_224084_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2241_16S	0	2	2	1	0	0	1	0	0	0	1	1	1	0	4	0
OTU_224107_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224125_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_224126_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_224128_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_224134_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_224135_16S	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_224137_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_224138_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224139_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_224149_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224157_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_224173_16S	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
OTU_224196_16S	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0
OTU_2242_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_224218_16S	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_224223_16S	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0
OTU_224228_16S	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
OTU_224231_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224234_16S	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0
OTU_224240_16S	2	1	0	0	0	2	0	1	4	3	1	2	1	1	4	0
OTU_224248_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_224269_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_224277_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_224297_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_224324_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_224329_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_224341_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_224348_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224349_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_22435_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_224357_16S	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_224363_16S	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_224367_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_224383_16S	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
OTU_224384_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_22440_16S	1	0	0	0	1	0	0	1	0	0	2	1	1	0	0	0
OTU_224415_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_224416_16S	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_224418_16S	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224440_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_224465_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224469_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_224470_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_224472_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_224508_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224514_16S	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_224524_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_224531_16S	0	1	1	0	1	1	0	0	0	0	0	0	2	0	0	0
OTU_224542_16S	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	2
OTU_224545_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_224566_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_224571_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_22459_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_224593_16S	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_224596_16S	1	7	0	4	3	3	3	1	1	1	1	4	2	2	1	2
OTU_2246_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_22465_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_224677_16S	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_224682_16S	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0
OTU_224692_16S	3	7	7	1	6	3	3	7	3	3	1	7	6	4	2	5
OTU_224698_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224703_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_224729_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_224733_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224736_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_224752_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_224765_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_224782_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_224799_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_224807_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_224812_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_224820_16S	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	2
OTU_224830_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_224832_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224833_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_224835_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_224840_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224843_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224859_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_224862_16S	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_22489_16S	0	1	0	1	0	0	0	0	3	2	0	0	0	0	0	0
OTU_224892_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_224895_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_22491_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_224923_16S	6	5	4	8	7	7	4	5	8	6	7	8	6	1	4	2
OTU_224929_16S	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_224935_16S	0	1	0	1	2	1	1	2	1	0	0	0	0	0	1	1
OTU_224958_16S	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU_224961_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_224965_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_224967_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_224971_16S	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
OTU_224994_16S	0	2	1	2	3	0	0	1	3	2	3	1	3	1	1	1
OTU_224995_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_22502_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_225020_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_225027_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_22505_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_225052_16S	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_225057_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_225058_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225065_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_225070_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_225085_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_22509_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_225136_16S	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_225146_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_225166_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_225169_16S	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
OTU_225170_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_225182_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_225183_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_225194_16S	2	1	2	1	0	2	2	2	4	3	2	2	1	2	2	0
OTU_225199_16S	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0
OTU_225204_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225212_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_225223_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_225236_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_225241_16S	1	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0
OTU_225252_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_225267_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_225277_16S	1	0	1	0	0	0	0	0	2	1	0	0	1	0	1	0
OTU_225284_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_225285_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_225286_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_225287_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_22530_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_225310_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_225320_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_22533_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_225334_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_225346_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_225372_16S	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0
OTU_225373_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_225382_16S	0	1	0	0	0	0	0	1	1	0	0	0	1	2	0	0
OTU_225399_16S	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_225401_16S	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_225404_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225410_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225422_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_225439_16S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_22545_16S	0	0	0	0	0	1	0	0	0	2	1	1	0	0	1	0
OTU_225458_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_225463_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225487_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_225491_16S	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0
OTU_225493_16S	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_225508_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_225537_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU_225541_16S	3	3	4	2	4	2	0	2	1	1	2	4	2	3	2	4
OTU_225542_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_225543_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_225547_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_225582_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_225588_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_225591_16S	1	0	1	2	1	2	0	1	1	1	0	2	1	0	2	0
OTU_225593_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_225595_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2256_16S	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
OTU_225612_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225613_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_225630_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_225642_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_225652_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_225659_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_225661_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_225683_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225685_16S	0	0	0	1	2	0	1	0	1	1	0	1	0	1	0	0
OTU_225690_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_225698_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225722_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_225735_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_225737_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_225756_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225759_16S	0	1	0	2	1	2	1	1	1	2	1	2	0	0	0	1
OTU_225768_16S	0	3	3	1	0	2	0	0	2	1	2	0	1	3	0	0
OTU_225774_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_225786_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225791_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_225797_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2258_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225805_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_225806_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_225823_16S	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0
OTU_225827_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_225836_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_225838_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225851_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_225852_16S	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_225863_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225872_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_225883_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_225893_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_22590_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_22592_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22593_16S	2	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0
OTU_225949_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_225961_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_225979_16S	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_225988_16S	7	13	6	18	8	12	11	9	6	7	17	18	8	12	14	16
OTU_225990_16S	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
OTU_225997_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_226008_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_226009_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_226039_16S	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
OTU_226059_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_226061_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_226066_16S	12	7	10	12	12	8	8	8	15	14	8	13	8	7	10	9
OTU_2261_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_226100_16S	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0
OTU_226113_16S	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
OTU_226119_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_226125_16S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_226126_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_226129_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_226130_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_226131_16S	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_226169_16S	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
OTU_226186_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_226189_16S	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_22619_16S	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_2262_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_226210_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_226225_16S	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_226227_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_226231_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_226246_16S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_226260_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_226271_16S	0	1	1	2	2	4	0	0	1	0	1	1	1	2	1	0
OTU_226275_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_226286_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_226294_16S	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2263_16S	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
OTU_226305_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_226306_16S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_226322_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_226332_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_22635_16S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_226354_16S	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_226369_16S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_22637_16S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
